utterances	labels
How was your day today?	none
It was an okay day. I went to the grocery store to get some food I needed.	domestic life areas
That's good. Did you interact with anyone at the store?	interpersonal interactions and relationships
Yes, I did encounter a woman in my aisle who needed help reaching for an item on the top shelf.	interpersonal interactions and relationships
Did you offer to help her?	interpersonal interactions and relationships
Yes, I did offer her and got her the item she was looking for.	interpersonal interactions and relationships
That was nice of you. What about the checkout process, did you communicate with the cashier?	communication
Yes, I did. The cashier greeted me and I said hi back. I thanked her at the end when I was done checking out.	communication
It seems	none
--------------------	--------------------
How have you been feeling today?	communication
Oh, just so so. Nothing too eventful happened. 	none
Well, how've things been with your family lately? 	communication
Good, I had a dinner party yesterday in order to cope with difficult personal transitions within three months. The gathering wasn’t quite easy anytime two out of three spreekable event-triggered let's call it ‘really passionate political announcer monologes of obliviant uncle, threatening younger soberleisure sections by forming his mindset-contemporary stance’. I had to put things my way. 	domestic life areas, interpersonal interactions and relationships
I can understand how that must have been stressful. Did the dinner party go smoothly besides that conflict?	communication
Overall, it was quite synchronizing and	none
--------------------	--------------------
How was your day, did anything memorable happen today?	none
Oh dear, you know how visitors day went yesterday?	interpersonal interactions and relationships
No, I wasn't informed. What exactly happened?	interpersonal interactions and relationships
My granddaughter fell asleep half-way through meditation and I scolded her a little loudly on front of everybody... well, that's what struck with me.	interpersonal interactions and relationships
I see. Could you have reacted differently, looking back?	interpersonal interactions and relationships
What can I say - my pride gets the better half of me. 	interpersonal interactions and relationships
Since you recognize that pride is affecting your relationships event negatively in your interpersonal networks, how can we pin down specific process steps to change that issue?	interpersonal interactions and relationships
I’m really looking	none
--------------------	--------------------
Hey, how was your day today?	communication
Oh, it was fine, just like any other day.	none
Really? What did you do today?	communication
I took a walk in the garden and saw some people feeding the ducks. I wanted to go closer and watch them but I thought it might not be appropriate to impose on strangers.	mobility, community, social and civic life
Well, that’s very responsible of you to think that way. Maybe they wouldn’t mind or even be happy to let you watch.	communication
Yes, maybe you’re right. I always try to be respectful and considerate of others.	none
That’s really commendable! But don’t ever lose your sense of wonder about the things around you too.	interpersonal interactions and relationships
Oh,	none
--------------------	--------------------
Hi, how are you today?	communication
Good, thanks for asking. How about you?	communication
I’m doing well. Can you tell me about something interesting or meaningful that happened to you recently? 	communication
Well, my son came to visit me last weekend. We watched some movies together.	interpersonal interactions and relationships
That sounds nice. Did you both enjoy it?	interpersonal interactions and relationships
Yes, we did. It's always nice to have him around but It was a bit difficult to choose what Movie to watch as our preferences are different.	interpersonal interactions and relationships
I can understand. Did that cause any problem between you two?	interpersonal interactions and relationships
No, we talked through our preferences, their ratings, and found something that we both was something we hadn’t seen yet and	interpersonal interactions and relationships
--------------------	--------------------
So, how has your day been so far?	communication
It's been okay I guess.	communication
Is there anything specific on your mind?	communication
Yeah actually. Yesterday, my daughter came to visit me at the retirement home.	interpersonal interactions and relationships
Ah, that sounds lovely! How did it go?	interpersonal interactions and relationships
I was happy to see her of course. But some of her comments really annoyed me.	interpersonal interactions and relationships
What kind of comments?	communication
Well... She kept asking about aspects of how I live here as if she thought I'm hopeless by being passive around here.	interpersonal interactions and relationships
How she went detail or specific expectations?, Did she explain with calm or became angry unable to understand that actions still represent responsibility?	communication
Actually mostly things	none
--------------------	--------------------
Good morning! How has your day been so far, anything interesting to share?	interpersonal interactions and relationships
Oh, not really. Just trying to keep up with my routine like usual, you know.	general tasks and demands
I know what you mean. But despite the regiments, there must come events now and then worth telling others about, right?	interpersonal interactions and relationships
Like what, though?	none
Well, I believe for elderly patients like you sometimes things can pop up involuntary in the foreground while having familiar conversations. Maybe when trying to following someone’s storytelling or trying to lead others in trying your favoured board game behaviours, in the cafe occasionally trying talking daily running beforehand smoothly with a variable barkeeper. For me eventually hair rising stands accompanying unbelievable overnight successes hearing awesome phone conversations	communication
--------------------	--------------------
How was your day today?	communication
Oh it was alright, I had a nice chat with a neighbor this afternoon.	interpersonal interactions and relationships
That's great to hear. Can you tell me about the conversation?	communication
Well, we spoke about our gardens and the vegetables we like to plant. It was interesting to learn about different gardening techniques she used.	learning and applying knowledge, interpersonal interactions and relationships
it looks like she's a nature lover! You've been living in this neighbourhood for a while, right?	interpersonal interactions and relationships
Yes, I have. I feel more comfortable building connections with the people in my immediate vicinity as I see them more frequently around.	interpersonal interactions and relationships
I can understand that. How about yesterday? Did you see your grandchild?	interpersonal interactions and relationships
Yes, they came over for a	none
--------------------	--------------------
How was your day today?	communication
Oh, it was okay.	communication
Just okay? What did you do?	communication
Well, I had a doctor's appointment this morning. Then I came home and watched some TV.	general tasks and demands
That sounds pretty routine. Anything happen during your appointment?	communication
Not really, just a check-up. The doctor asked how I've been feeling since my last visit.	learning and applying knowledge
Did you tell them about anything that's been bothering you lately?	communication
Actually, yes. I mentioned I feel like I've been more forgetful lately.	learning and applying knowledge
And what did the doctor say?	communication
They did some tests and told me it's probably just a part of aging. I didn't really like	learning and applying knowledge
--------------------	--------------------
How's your day going so far?	communication
It hasn't been too bad, just had a bit of trouble with my neighbor this morning.	interpersonal interactions and relationships
Trouble? What happened?	communication
Well, I have been trying to talk to him about something bothering me for the past few days but he never seems to listen.	interpersonal interactions and relationships
That sounds frustrating. Did anything happen today?	communication
Yeah, he completely disregarded what I was saying and walked away mid-conversation.	interpersonal interactions and relationships
I'm sorry to hear that. Have you thought of any other approach to talk to him about your concern?	interpersonal interactions and relationships
Yes, I plan on writing him a letter, maybe that way he will take the time to really listen to what I have to say.	communication
--------------------	--------------------
How are you feeling today?	communication
Oh, I am doing well. Just feeling a bit sluggish.	none
I see, anything interesting happen to you recently?	interpersonal interactions and relationships
Yes, actually. I was trying to make phone calls earlier today but was having trouble hearing the person on the other line.	communication
That does sound frustrating. Did it impact your phone call much?	communication
Unfortunately, yes. It made interacting socially through the phone much harder and really weighed on me.	interpersonal interactions and relationships
That makes sense. When did you start experiencing hearing issues in your phone calls?	communication
It started a few weeks ago and has started progressively causing me more troubles since I am struggling in catching some of sentences from my kin eard. 	communication
--------------------	--------------------
How has your day been?	communication
Not bad, but I'm having trouble keeping in touch with people lately.	interpersonal interactions and relationships
Oh really? Did something happen that makes it hard to stay connected?	interpersonal interactions and relationships
Well, I think I have a little trouble sometimes understanding when someone is just busy, or when they might be ignoring me.	communication
That can definitely be tough. Do you ever check in with the person and ask if everything's okay?	communication
Not typically. I feel like I don't want to bother them or push too much on something.	interpersonal interactions and relationships
I can understand that, but sometimes it might be good to just communicate openly. That way, both parties can share their thoughts and feelings without any misunderstandings.	communication
--------------------	--------------------
So, how's your day going, feeling any better today?	communication
Yes, a little bit. As I told you last time, Rosy came over to see me today.	interpersonal interactions and relationships
Oh, that's great to hear. Did you both had a good chat?	communication
Yes, at the beginning, she told me had a rough time with work and after some talking, she confided that she had lost her grandmother recently.	interpersonal interactions and relationships
It is terrible news; Death of a couple ones can overwhelmingly deplete.	none
P : Yes, after her words, I just held on her as she sobbed for a while.	interpersonal interactions and relationships
But some speech may put smile; Hopefully today's reminiscing would have improve satisfactory feat of arousal.	none
--------------------	--------------------
Hi there, how have you been doing today?	communication
Oh it's been alright I suppose. Had some visitors earlier.	interpersonal interactions and relationships
That's nice to hear! Tell me a bit more about that.	communication
Well I had family come visit me. It's always nice to see them, but unfortunately we had a little disagreement towards the end of their visit.	interpersonal interactions and relationships
That's too bad. What caused the disagreement?	interpersonal interactions and relationships
Oh it was just a small misunderstanding that got blown out of proportion. I think we just took what each other were saying the wrong way.	interpersonal interactions and relationships
That happens sometimes. Have you talked to them since then?	interpersonal interactions and relationships
Yes, actually. We sorted things out and came to an understanding. It turned out	interpersonal interactions and relationships
--------------------	--------------------
How was your day going?	communication
It was fine. Something interesting happened, though.	none
What was it?	communication
I went to the supermarket and the lady behind me in the checkout line was in a rush. She kept banging into me with the shopping cart and wasn't saying anythingappearingignoring me if I would have made a mistake that in the meantime annoyance gestures appeared in her attitudes due to bad manners still standing there even did my shopping so fast but what had gott more mind aboutthis Iseen scenes.	domestic life areas, interpersonal interactions and relationships
Oh wow, that's not very pleasant. How did you react to that situation?	communication
I noticed that she had a lot of items that shegot faster-than –usual thus seen	none
--------------------	--------------------
How was your day, did anything significant happen?	none
Funny you should ask - had some important chats with my neighbors while out getting some exercise today.	interpersonal interactions and relationships, community, social and civic life, mobility
That's great, did you enjoy those interactions with your neighbors?	interpersonal interactions and relationships
Absolutely! We talked mostly about our interests, they gave me some inspirational thoughts, made me happy.	interpersonal interactions and relationships, communication
Nice, how often do you typically interact with yous neihbor, have lived there forhtong looking?	interpersonal interactions and relationships, community, social and civic life
They make an effort on weekends, recently moved there. Especially now I try to say hello every chance I get to feel some connection.	interpersonal interactions and relationships, community, social and civic life
That's lovely.When you get novid,outnof your neighbourhood,how many if you interactons with lossliez ones	none
--------------------	--------------------
Tell me more about your day-to-day interactions. 	interpersonal interactions and relationships
Sometimes, I avoid interactions when I feel overwhelmed. 	interpersonal interactions and relationships
When do these interactions make you feel overwhelmed? 	interpersonal interactions and relationships
Crowded and noisy spaces, especially when people start veering too close.	interpersonal interactions and relationships
That makes sense. What kind of interactions do you prefer?	interpersonal interactions and relationships
Ones where we have enough personal space. Also, I'm more happy to discuss more sort of a being deep thought subject than over drinking blusters. 	interpersonal interactions and relationships, learning and applying knowledge
Sounds reasonable. Can you share an example of your favorite discussion topic? 	interpersonal interactions and relationships
Oh, I think I'm more careful on information flow nowadays. Politics, values, theory-relating underbehavior stuff—almost consuming now	interpersonal interactions and relationships, learning and applying knowledge
--------------------	--------------------
Not much to do these days?	none
Not really, been just staying home all the time.	domestic life areas
That must be difficult for you. Are you keeping in touch with anyone in your family? 	interpersonal interactions and relationships
I receive some calls from my son every week.	interpersonal interactions and relationships
That's great, are you able to express your feelings with him? 	communication
Yes, he is a good listener, empathetic too. 	communication
Any shortcomings in terms of communicating with others around you? 	communication
Sometimes, my neighbor creates loud noises after I stayed reminding him.	interpersonal interactions and relationships
Oh! Are you able to avoid further escalating the situation? 	communication
It took conscious efforts from my part to avoid increasing tension.	communication
That seems difficult	none
--------------------	--------------------
Hi, how are you doing today?	communication
I'm doing alright, how about you?	communication
I'm good too. So what have you been up to lately?	communication
Oh, not much really. Just staying at home mostly.	none
Have you been in touch with any of your friends or family?	interpersonal interactions and relationships
Well, my niece came to visit me the other day. We sat outside and had some tea together.	interpersonal interactions and relationships
That sounds lovely. Do you often see your niece?	interpersonal interactions and relationships
No, not really. She lives quite far away, so I only see her once or twice a year when she visits.	interpersonal interactions and relationships
How did you feel about spending time with her the other day?	interpersonal interactions and relationships
It was nice to	none
--------------------	--------------------
How was your morning today, did anything interesting happen? 	none
Yes, a neighbor of mine came and helped me carry in the groceries. I just moved into the complex two weeks ago and she must have seen me going in and out by myself. 	interpersonal interactions and relationships, community, social and civic life
That was really kind of your neighbor. So, did you exchange words or interact at all? 	interpersonal interactions and relationships
Well yes, but only pleasantries. We barely know each other, I really can't guess why she choose to it. 	interpersonal interactions and relationships
It was probably out of sincere thinking. It doesn't look easy to maneuver in during this heat-wave but yet she did it. Betray of respect and friendship stance from herself. 	interpersonal interactions and relationships
--------------------	--------------------
How has your day been going?	communication
Oh, my day has been pretty uneventful actually. 	none
What have you done so far then? 	communication
I went to the grocery store and met with some old friends afterward.	domestic life areas, interpersonal interactions and relationships
That sounds like a good circle of support to have. Do you usually regularly keep in touch with these friends? 	interpersonal interactions and relationships
Not as much as we used to, but we catch up on occasions.	interpersonal interactions and relationships
Do you ever have disagreements or the conversations does not flow sometimes when keeping up-to-working affiliinations or sound associations with warm people you know?	interpersonal interactions and relationships
Yeah definitely. It sometimes is difficult now with age you know, you don't share	interpersonal interactions and relationships
--------------------	--------------------
Hi, how are you feeling today?	communication
I am feeling alright, thanks for asking.	communication
Can you tell me how the conversations go between you and the home aide?	communication
It generally goes smoothly, but there was one day where a little misunderstanding caused a conflict.	communication
What happened and how did you react to the situation on that day?	communication
Well, the home aide had misread the healthcare advocate's note about my dislikes, and ordered warm tea instead of ice tea. When she brought it to me, I explained it's actually ice-tea I very don't like warm things particularly liquid, it stem back from . I realized she felt angry and panicket ignored anything further counsel fiximg the ordet	communication, self-care
--------------------	--------------------
Tell me about your day today.	none
Well, I went to the market to buy some items for my house.	domestic life areas
That sounds like a regular activity. Did you interact with anyone while you were there?	none
Yes, actually I spoke with a few of the people there. 	interpersonal interactions and relationships
Can you tell me more about that? How did you interact with them?	communication
Well, I greeted the vendor who was already familiar with me. She asked how I was and commented on how she hadn't seen me in a while. We chatted briefly before I cam upon a mean looking individual. 	interpersonal interactions and relationships
What happened there? 	none
The instant felt somber with this appearance but smiled and offered a friendly hello in	communication
--------------------	--------------------
Hi, how are you feeling today?	communication
Oh, hi there. I'm okay, just a bit tired.	communication
Yeah, I can imagine. Did anything in particular happen today?	communication
Yes, earlier today I went shopping for groceries at the supermarket, and I almost got into a confrontation with another shopper.	domestic life areas
Oh, that sounds upsetting, what happened?	communication
Well, I was standing by the dairy products, trying to decide what kind of milk to buy, and a lady came up next to me and started reaching into the fridge over my shoulder.	domestic life areas
That must have been uncomfortable.	communication
Yes it was. I said excuse me politely and indicated that she was bothering me. But she	communication
--------------------	--------------------
Hi, how's everything going?	communication
It's been pretty ok. I had an episode the other day at the grocery store though.	general tasks and demands
Can you tell me more about that?	communication
Sure. I was reaching for a can of soup on the top shelf when a group of shoppers behind me started chatting pretty loudly. It startled me and made me lose my balance a bit. Before I knew it, the can slipped out of my hands and fell to the ground, making a pretty loud noise.	mobility
Oh, that must have been embarrassing. Did anyone help you?	communication
Actually, one of the marshals walked over and offered to tone down the disposition so it doesn’t scare the others. So it all gone nicely	communication
--------------------	--------------------
How was your day today, how did you spend your day? 	communication
My day was quite busy. I went to the market to purchase groceries and afterwards visited my friend.	domestic life areas, community, social and civic life
What did you buy in the market today? 	communication
Mostly vegetables and some fruits. I also picked some cereals for my meals for the next few days.	domestic life areas
Great! How many people did you interact with when shopping?	communication
I had to interact with few people, a shopkeeper and a fellow customer who happened to be there. 	interpersonal interactions and relationships
During the shopping, what difficult challenges did you meet dealing with people interaction or social norms?	none
Oh, nothing much actually. Except encountered a some delays	none
--------------------	--------------------
How are you today, can you tell me how your day has been so far? 	communication
My day is doing much better; I just came from playing chess with my group. 	learning and applying knowledge, social participation
Oh! that's great! an excellent pastime game, so does weekend's visitors stimulate or uplift your type's participating more pro-actively mid-week meals with individual mates? any main contrasts that exemplify other food outcomes according to occasion distinction? 	communication
Unfortunately I usually eat alone, yeah the visits from my family definitely keep me happy whenever they visit the weekend. 	interpersonal interactions and relationships
That's understandable, having some companies definitely lighten up life at old age. I suppose mid-day meal scenes are less interesting without betwixt matches	communication
--------------------	--------------------
Hi there! How are you doing today?	communication
Hello. I'm having an okay day I guess.	communication
Is anything worrying you lately? Is anything holding you back?	communication
I suppose I have this issue with inhibitions around others. I met some new friends at the communal room for coffee the other day unusually and tried to connect, ended up feeling out of place.Like I see others new which was fun. 	interpersonal interactions and relationships
Hmm, that does sound like a difficult situation. When else have you experienced similar feelings in social situations?	communication
Well, a few days ago, I went to the park and struggled to get into regular discussion with some members of baking class . Similar inhibition prevailing with touching other's Aprons	interpersonal interactions and relationships
--------------------	--------------------
So, how are you doing today?	communication
I am okay, just enjoying my day.	none
That is great to hear. Anything interesting happen to you recently?	communication
Well, last week my grandson stopped by to visit me.	interpersonal interactions and relationships
That sounds nice. How did you feel about that?	communication
I was really happy. I always love when I get to spend time with my grandson.	interpersonal interactions and relationships
That's great! How did the interactions go with your grandson?	communication
We had a great talk and he is always so attentive to me. 	interpersonal interactions and relationships
When does he leave?	none
He left Sunday but he promised we will talk again this week.	interpersonal interactions and relationships
I bet you really appreciated the time he took to meet	interpersonal interactions and relationships
--------------------	--------------------
How are you doing today, any exciting events happen this week?	none
Well, there was the day where I encountered some trouble getting around while shopping in the store.	mobility
Oh no, what happened?	none
One of the people before me in the aisle had a mobility cart overflowed with merchandise and he was providing time for his caregiver to grab items off the storage shelves leaving other people waiting.	mobility, interpersonal interactions and relationships
That sounds frustrating, What did you do during the time you had to wait?	none
I tried to distract some little kids that were with their mother. By making silly faces at the kids and humming kids' songs, giving opportunities to the mom to relax in conversation and providing amusement for the kids and myself.	interpersonal interactions and relationships
It	none
--------------------	--------------------
